player_id,season,week,position,team,snap_pct,routes,tprr,rush_share,target_share,goalline_share,two_min_share,yprr,yac_per_rec,mtf,succ_rate,epa_per_play_qb,team_epa_play,team_pace,team_rz_plays,team_pass_rate,injury_status,dnp_weeks_rolling,sos_ctx
00-0039940,2024,14,RB,SEA,58.288,26.903,0.436,1.0,1.0,1.0,1.0,1.484,8.698,2.432,0.402,0.0,0.047,64.972,12.284,,healthy,0,59.584
00-0039941,2024,14,TE,KC,40.84,36.729,0.614,1.0,1.0,1.0,1.0,1.206,7.647,2.442,0.534,0.0,0.098,53.065,14.241,,healthy,0,45.257
00-0039942,2024,14,TE,NO,21.775,29.632,0.666,1.0,1.0,1.0,1.0,2.236,10.657,1.878,0.618,0.0,-0.028,61.207,14.332,,healthy,0,53.135
00-0039952,2024,14,TE,SEA,66.79,22.341,0.685,1.0,1.0,1.0,1.0,1.445,4.712,0.863,0.388,0.0,-0.011,66.8,11.278,,healthy,0,49.81
00-0023459,2024,15,QB,NYJ,62.104,0.0,0.0,1.0,0.0,1.0,1.0,1.93,7.822,3.442,0.452,-0.093,0.068,64.697,6.911,,healthy,0,47.751
00-0024243,2024,15,TE,CHI,34.871,39.789,0.46,0.603,1.0,1.0,1.0,2.811,4.361,0.445,0.527,0.0,0.025,55.556,12.14,,healthy,0,33.95
00-0026143,2024,15,QB,ATL,58.245,0.0,0.0,1.0,0.0,1.0,1.0,2.084,4.364,1.751,0.564,0.238,0.044,51.922,12.578,,healthy,0,44.974
00-0026158,2024,15,QB,IND,56.314,0.0,0.0,1.0,0.0,1.0,1.0,2.174,4.868,1.459,0.591,0.036,0.133,66.714,13.22,,healthy,0,38.922
00-0026300,2024,15,QB,BAL,88.856,0.0,0.0,1.0,0.0,1.0,1.0,3.002,3.952,2.615,0.613,-0.085,0.132,69.156,14.316,,healthy,0,43.638
00-0026498,2024,15,QB,LA,83.817,0.0,0.0,1.0,0.0,1.0,1.0,2.363,8.94,1.177,0.333,0.058,0.024,60.955,9.673,,healthy,0,52.101
00-0027973,2024,15,QB,CAR,41.984,0.0,0.0,1.0,0.0,1.0,1.0,1.174,11.664,3.106,0.362,0.006,-0.007,65.591,10.753,,healthy,0,55.446
00-0028118,2024,15,QB,NYJ,49.123,0.0,0.0,1.0,0.0,1.0,1.0,1.567,8.574,0.85,0.592,0.088,0.017,68.602,14.78,,healthy,0,47.971
00-0028986,2024,15,QB,HOU,41.149,0.0,0.0,1.0,0.0,1.0,1.0,2.753,4.62,1.564,0.344,0.172,-0.034,64.125,12.152,,healthy,0,48.541
00-0029263,2024,15,QB,PIT,80.943,0.0,0.0,1.0,0.0,1.0,1.0,3.103,9.928,3.066,0.54,0.218,0.085,63.04,12.593,,healthy,0,46.464
00-0029604,2024,15,QB,ATL,97.092,0.0,0.0,1.0,0.0,1.0,1.0,2.841,9.099,3.153,0.381,-0.071,0.037,65.953,13.278,,healthy,0,60.616
00-0029892,2024,15,RB,SF,43.562,42.814,0.503,1.0,1.0,1.0,1.0,1.959,3.002,1.35,0.598,0.0,0.029,59.506,8.924,,healthy,0,38.122
00-0030035,2024,15,WR,CAR,60.917,32.327,0.789,1.0,1.0,1.0,1.0,3.068,5.119,1.815,0.491,0.0,0.029,56.086,11.117,,healthy,0,59.064
00-0030061,2024,15,TE,WAS,78.038,20.904,1.004,1.0,1.0,1.0,1.0,1.383,11.326,3.706,0.615,0.0,-0.03,56.892,8.763,,healthy,0,46.805
00-0030279,2024,15,WR,CHI,84.807,28.105,0.741,1.0,1.0,1.0,1.0,2.728,10.82,1.844,0.402,0.0,0.066,70.534,10.277,,healthy,0,56.541
00-0030431,2024,15,WR,HOU,26.024,34.171,0.729,1.0,1.0,1.0,1.0,1.787,9.657,2.497,0.538,0.0,0.067,55.555,13.367,,healthy,0,34.382
00-0030506,2024,15,TE,KC,85.421,36.06,0.449,0.09,1.0,1.0,1.0,2.241,9.089,0.297,0.356,0.0,0.069,51.888,10.387,,healthy,0,44.301
00-0030564,2024,15,WR,KC,92.094,36.229,0.405,1.0,1.0,1.0,1.0,2.647,4.873,3.45,0.536,0.0,0.01,55.334,13.245,,healthy,0,62.118
00-0030565,2024,15,QB,SEA,95.122,0.0,0.0,1.0,0.0,1.0,1.0,2.037,10.688,2.568,0.589,0.003,0.015,59.137,10.179,,healthy,0,47.57
00-0030578,2024,15,RB,PIT,59.261,18.33,0.484,1.0,1.0,1.0,1.0,1.761,6.281,1.254,0.587,0.0,0.134,59.749,8.073,,healthy,0,40.996
00-0031235,2024,15,WR,MIA,24.291,29.142,0.977,1.0,1.0,1.0,1.0,2.773,10.865,2.937,0.546,0.0,-0.041,58.236,12.312,,healthy,0,55.952
00-0031236,2024,15,WR,DAL,72.944,32.594,0.581,1.0,1.0,1.0,1.0,1.821,3.874,1.013,0.493,0.0,0.127,52.159,10.809,,healthy,0,39.397
00-0031237,2024,15,QB,DET,85.358,0.0,0.0,1.0,0.0,1.0,1.0,1.793,2.97,0.501,0.469,-0.037,0.07,59.671,13.365,,healthy,0,49.437
00-0031260,2024,15,TE,SF,46.951,26.727,0.505,0.608,1.0,1.0,1.0,2.724,7.023,0.172,0.504,0.0,0.003,60.12,15.332,,healthy,0,46.961
00-0031280,2024,15,QB,NO,84.963,0.0,0.0,1.0,0.0,1.0,1.0,2.729,8.707,0.46,0.345,0.213,0.04,61.201,11.506,,healthy,0,42.558
00-0031299,2024,15,TE,CAR,73.906,37.417,0.436,1.0,1.0,1.0,1.0,1.045,9.74,0.261,0.43,0.0,0.035,62.256,10.316,,healthy,0,43.454
00-0031345,2024,15,QB,LA,57.948,0.0,0.0,1.0,0.0,1.0,1.0,1.211,3.861,3.542,0.6,-0.095,0.051,64.619,11.039,,healthy,0,44.514
00-0031373,2024,15,WR,WAS,28.754,23.863,0.927,1.0,1.0,1.0,1.0,2.171,4.976,1.026,0.404,0.0,0.099,59.082,14.196,,healthy,0,57.36
00-0031381,2024,15,WR,NYJ,75.835,31.389,0.794,0.96,1.0,1.0,1.0,2.692,8.522,2.14,0.413,0.0,0.015,56.108,14.289,,healthy,0,61.676
00-0031408,2024,15,WR,TB,78.66,35.254,0.71,1.0,1.0,1.0,1.0,1.024,9.582,2.045,0.374,0.0,0.135,63.607,10.916,,healthy,0,56.058
00-0031428,2024,15,WR,DET,56.206,21.995,0.689,1.0,1.0,1.0,1.0,2.029,9.564,3.361,0.475,0.0,0.002,54.625,9.548,,healthy,0,51.97
00-0031484,2024,15,TE,NYG,61.723,27.202,0.742,1.0,1.0,1.0,1.0,2.924,8.008,3.753,0.475,0.0,0.107,59.093,13.52,,healthy,0,38.43
00-0031503,2024,15,QB,CLE,51.638,0.0,0.0,1.0,0.0,1.0,1.0,2.588,4.513,2.401,0.381,-0.065,0.066,49.49,8.426,,healthy,0,49.242
00-0031544,2024,15,WR,BUF,61.522,30.406,0.984,1.0,1.0,1.0,1.0,2.374,7.053,0.668,0.392,0.0,0.127,61.613,13.579,,healthy,0,45.83
00-0031547,2024,15,WR,PHI,21.528,37.917,0.491,1.0,1.0,1.0,1.0,1.155,3.192,0.198,0.408,0.0,0.073,59.21,11.018,,healthy,0,34.872
00-0031549,2024,15,WR,BAL,29.884,28.884,0.67,1.0,1.0,1.0,1.0,1.931,8.533,0.841,0.601,0.0,-0.035,51.896,14.074,,healthy,0,34.975
00-0031585,2024,15,TE,PIT,75.354,21.237,0.439,1.0,1.0,1.0,1.0,2.827,8.104,3.187,0.572,0.0,0.144,52.881,10.297,,healthy,0,52.498
00-0031588,2024,15,WR,HOU,75.022,24.701,0.639,1.0,1.0,1.0,1.0,1.123,3.613,1.75,0.493,0.0,0.084,60.703,8.059,,healthy,0,50.393
00-0031595,2024,15,RB,DEN,78.163,41.554,0.459,1.0,1.0,1.0,1.0,2.523,10.417,2.397,0.408,0.0,-0.027,67.515,15.609,,healthy,0,60.86
00-0031610,2024,15,TE,NYG,97.413,25.449,0.294,1.0,1.0,1.0,1.0,1.813,3.846,3.344,0.373,0.0,0.121,61.585,9.183,,healthy,0,49.64
00-0031687,2024,15,RB,MIA,55.261,39.527,0.46,1.0,1.0,1.0,1.0,3.272,5.84,2.196,0.443,0.0,0.086,55.416,9.715,,healthy,0,44.522
00-0031690,2024,15,TE,LAC,34.844,22.691,0.529,1.0,1.0,1.0,1.0,1.585,7.173,2.707,0.504,0.0,0.065,65.19,12.995,,healthy,0,32.108
00-0031763,2024,15,WR,CHI,45.339,26.134,1.016,1.0,1.0,1.0,1.0,1.568,9.541,1.958,0.334,0.0,-0.039,54.864,10.058,,healthy,0,34.84
00-0031800,2024,15,QB,LAC,95.744,0.0,0.0,1.0,0.0,1.0,1.0,1.429,9.801,3.019,0.529,-0.053,-0.031,54.445,6.887,,healthy,0,49.228
00-0031868,2024,15,WR,BUF,86.762,26.43,0.669,1.0,1.0,1.0,1.0,3.094,6.416,1.717,0.427,0.0,0.066,59.366,11.712,,healthy,0,42.436
00-0031941,2024,15,WR,WAS,44.079,31.806,0.475,1.0,1.0,1.0,1.0,2.633,4.043,0.201,0.37,0.0,0.005,60.551,12.014,,healthy,0,41.52
00-0032104,2024,15,RB,LV,67.039,33.875,0.445,1.0,1.0,1.0,1.0,1.581,7.716,1.366,0.462,0.0,0.029,59.707,14.103,,healthy,0,61.0
00-0032128,2024,15,WR,SF,77.24,23.413,0.651,1.0,1.0,1.0,1.0,1.625,3.15,2.123,0.494,0.0,0.133,52.053,11.619,,healthy,0,33.678
00-0032134,2024,15,TE,PHI,72.615,31.158,0.31,1.0,1.0,1.0,1.0,2.422,5.475,2.539,0.531,0.0,0.014,62.882,9.052,,healthy,0,60.257
00-0032141,2024,15,TE,CLE,54.336,35.543,0.518,1.0,1.0,1.0,1.0,1.125,3.77,3.043,0.472,0.0,0.004,62.795,10.718,,healthy,0,29.38
00-0032156,2024,15,QB,TEN,70.161,0.0,0.0,1.0,0.0,1.0,1.0,1.422,3.827,1.446,0.485,-0.002,0.135,66.229,10.209,,healthy,0,49.39
00-0032208,2024,15,WR,ATL,45.334,33.378,0.621,1.0,1.0,1.0,1.0,1.357,6.042,0.711,0.416,0.0,0.112,55.223,9.804,,healthy,0,52.586
00-0032211,2024,15,WR,SEA,58.507,41.582,0.601,1.0,1.0,1.0,1.0,1.264,6.644,3.13,0.343,0.0,-0.031,67.552,13.139,,healthy,0,52.575
00-0032268,2024,15,QB,WAS,46.644,0.0,0.0,1.0,0.0,1.0,1.0,1.514,10.558,2.852,0.623,0.211,0.096,50.532,13.079,,healthy,0,37.131
00-0032385,2024,15,WR,TB,52.735,30.178,0.933,1.0,1.0,1.0,1.0,2.303,9.388,1.835,0.514,0.0,0.122,57.701,11.986,,healthy,0,57.334
00-0032392,2024,15,TE,NE,52.88,30.578,0.331,0.262,1.0,1.0,1.0,2.27,4.399,0.617,0.553,0.0,0.049,59.337,11.982,,healthy,0,59.691
00-0032394,2024,15,TE,TEN,68.593,28.437,0.421,1.0,1.0,1.0,1.0,0.922,5.549,3.005,0.337,0.0,-0.019,54.358,13.479,,healthy,0,62.653
00-0032398,2024,15,WR,WAS,77.278,38.636,0.329,1.0,1.0,1.0,1.0,1.056,6.542,1.829,0.409,0.0,-0.019,57.845,11.699,,healthy,0,41.545
00-0032434,2024,15,QB,SF,53.179,0.0,0.0,1.0,0.0,1.0,1.0,3.106,9.181,2.987,0.447,0.045,-0.026,60.09,13.247,,healthy,0,55.591
00-0032436,2024,15,QB,WAS,64.261,0.0,0.0,1.0,0.0,1.0,1.0,1.191,9.806,1.027,0.584,-0.046,0.105,71.983,15.146,,healthy,0,47.439
00-0032464,2024,15,WR,DET,25.911,26.208,0.657,1.0,1.0,1.0,1.0,1.581,5.162,1.575,0.511,0.0,0.009,54.034,9.254,,healthy,0,40.452
00-0032543,2024,15,WR,HOU,67.95,36.487,0.293,1.0,1.0,1.0,1.0,1.862,4.965,2.46,0.415,0.0,0.132,64.478,13.034,,healthy,0,46.899
00-0032688,2024,15,WR,MIA,49.852,38.385,0.655,1.0,1.0,1.0,1.0,1.581,9.549,1.898,0.397,0.0,-0.048,49.441,13.25,,healthy,0,47.596
00-0032764,2024,15,RB,BAL,72.556,15.766,0.512,1.0,1.0,1.0,1.0,2.471,3.428,3.099,0.426,0.0,-0.03,56.282,11.194,,healthy,0,54.134
00-0032775,2024,15,WR,LA,61.793,27.986,0.337,1.0,1.0,1.0,1.0,1.878,3.979,1.375,0.346,0.0,0.075,61.93,14.335,,healthy,0,31.169
00-0032791,2024,15,WR,ATL,19.309,39.476,0.719,0.84,1.0,1.0,1.0,3.091,8.316,1.677,0.355,0.0,-0.022,54.457,8.533,,healthy,0,53.068
00-0032792,2024,15,QB,DET,91.021,0.0,0.0,1.0,0.0,1.0,1.0,2.865,4.071,3.388,0.436,0.161,0.146,57.016,16.093,,healthy,0,46.239
00-0032918,2024,15,RB,MIN,36.37,28.803,0.507,1.0,1.0,1.0,1.0,2.131,5.31,0.806,0.569,0.0,0.063,72.075,8.418,,healthy,0,37.487
00-0032950,2024,15,QB,KC,51.025,0.0,0.0,1.0,0.0,1.0,1.0,2.278,8.501,2.67,0.508,-0.05,0.121,62.218,6.921,,healthy,0,42.2
00-0032951,2024,15,WR,IND,38.863,33.063,0.833,1.0,1.0,1.0,1.0,3.441,2.955,2.948,0.474,0.0,0.118,68.658,11.841,,healthy,0,43.459
00-0032977,2024,15,WR,CLE,51.819,37.717,0.657,1.0,1.0,1.0,1.0,1.063,2.84,3.29,0.526,0.0,0.014,68.066,9.349,,healthy,0,55.472
00-0033009,2024,15,WR,TEN,30.171,36.51,0.515,1.0,1.0,1.0,1.0,1.231,8.34,0.787,0.427,0.0,0.078,65.847,11.857,,healthy,0,39.274
00-0033040,2024,15,WR,MIA,68.131,22.863,0.397,1.0,1.0,1.0,1.0,1.392,10.458,0.828,0.561,0.0,0.122,62.379,14.815,,healthy,0,40.667
00-0033045,2024,15,RB,LAC,40.048,37.608,0.445,1.0,1.0,1.0,1.0,1.064,9.845,2.935,0.618,0.0,0.04,61.088,9.34,,healthy,0,41.771
00-0033077,2024,15,QB,DAL,80.177,0.0,0.0,1.0,0.0,1.0,1.0,2.037,9.539,2.554,0.471,0.122,0.042,61.704,11.561,,healthy,0,41.273
00-0033090,2024,15,TE,NE,32.075,29.925,0.615,1.0,1.0,1.0,1.0,1.286,7.091,0.096,0.543,0.0,0.093,63.133,9.452,,healthy,0,39.745
00-0033106,2024,15,QB,DET,47.759,0.0,0.0,1.0,0.0,1.0,1.0,1.09,3.503,0.814,0.442,0.101,0.075,71.336,14.606,,healthy,0,48.077
00-0033110,2024,15,TE,LA,76.478,28.524,0.692,1.0,1.0,1.0,1.0,2.317,4.685,0.707,0.399,0.0,0.048,68.667,12.89,,healthy,0,41.87
00-0033119,2024,15,QB,NE,64.618,0.0,0.0,1.0,0.0,1.0,1.0,1.72,7.119,0.0,0.428,0.202,0.111,56.311,7.609,,healthy,0,46.745
00-0033217,2024,15,TE,IND,76.343,31.017,0.286,0.588,1.0,1.0,1.0,1.815,5.451,0.44,0.544,0.0,-0.026,69.391,11.654,,healthy,0,36.578
00-0033246,2024,15,TE,MIN,24.926,34.783,0.498,1.0,1.0,1.0,1.0,1.133,4.868,0.454,0.48,0.0,0.038,51.353,11.019,,healthy,0,50.746
00-0033251,2024,15,WR,ARI,65.289,24.178,0.924,1.0,1.0,1.0,1.0,1.319,5.572,0.966,0.479,0.0,0.053,61.474,11.869,,healthy,0,43.144
00-0033275,2024,15,QB,SEA,67.567,0.0,0.0,1.0,0.0,1.0,1.0,2.102,9.151,1.298,0.412,0.005,-0.014,63.152,9.581,,healthy,0,41.621
00-0033280,2024,15,RB,SF,63.304,36.966,0.457,1.0,1.0,1.0,1.0,2.116,10.287,1.093,0.313,0.0,0.049,52.002,10.194,,healthy,0,42.455
00-0033282,2024,15,WR,BUF,56.825,24.084,1.21,1.0,1.0,1.0,1.0,1.229,5.949,2.922,0.338,0.0,0.108,62.965,8.741,,healthy,0,49.952
00-0033288,2024,15,TE,SF,53.866,32.491,0.662,1.0,1.0,1.0,1.0,2.051,3.503,3.658,0.54,0.0,0.073,60.422,10.951,,healthy,0,38.737
00-0033292,2024,15,WR,SF,71.694,27.289,0.54,1.0,1.0,1.0,1.0,2.622,11.657,2.537,0.495,0.0,0.012,69.735,13.719,,healthy,0,56.741
00-0033293,2024,15,RB,MIN,88.307,27.197,0.431,1.0,1.0,1.0,1.0,2.301,10.88,3.141,0.585,0.0,-0.031,58.836,10.254,,healthy,0,35.429
00-0033307,2024,15,WR,NE,55.561,34.902,0.25,1.0,1.0,1.0,1.0,2.928,8.943,1.271,0.5,0.0,-0.007,63.703,13.602,,healthy,0,48.718
00-0033308,2024,15,RB,SF,62.415,45.4,0.418,1.0,1.0,1.0,1.0,1.656,5.96,3.066,0.478,0.0,0.047,63.219,8.595,,healthy,0,41.053
00-0033319,2024,15,QB,MIN,90.379,0.0,0.0,1.0,0.0,1.0,1.0,2.014,7.896,1.977,0.58,-0.02,0.009,59.258,14.848,,healthy,0,34.15
00-0033357,2024,15,TE,NO,86.383,28.561,0.558,0.985,1.0,1.0,1.0,1.894,3.971,2.493,0.364,0.0,0.053,71.024,11.968,,healthy,0,56.909
00-0033375,2024,15,WR,DET,68.78,24.36,0.652,1.0,1.0,1.0,1.0,1.273,5.097,2.256,0.317,0.0,0.08,56.54,10.443,,healthy,0,54.003
00-0033376,2024,15,RB,BAL,57.673,41.731,0.481,1.0,1.0,1.0,1.0,1.142,6.971,0.175,0.405,0.0,0.118,68.793,11.86,,healthy,0,54.763
00-0033387,2024,15,TE,CAR,64.665,25.678,0.687,0.922,1.0,1.0,1.0,2.068,11.984,1.853,0.377,0.0,0.106,52.333,8.758,,healthy,0,40.044
00-0033439,2024,15,TE,SEA,44.433,26.815,0.515,0.468,1.0,1.0,1.0,1.862,4.604,1.58,0.437,0.0,0.116,56.675,10.264,,healthy,0,60.485
00-0033455,2024,15,TE,KC,58.021,23.394,0.677,1.0,1.0,1.0,1.0,2.4,9.138,1.426,0.627,0.0,0.106,63.755,11.101,,healthy,0,49.464
00-0033460,2024,15,WR,PHI,47.062,35.037,0.624,1.0,1.0,1.0,1.0,1.925,2.951,3.175,0.455,0.0,0.087,57.272,10.83,,healthy,0,54.675
00-0033466,2024,15,WR,MIA,64.325,24.539,0.618,1.0,1.0,1.0,1.0,2.29,3.133,1.382,0.383,0.0,0.047,65.165,14.909,,healthy,0,37.42
00-0033526,2024,15,RB,KC,60.152,29.8,0.509,1.0,1.0,1.0,1.0,1.041,5.92,2.854,0.564,0.0,0.123,48.376,7.691,,healthy,0,54.091
00-0033536,2024,15,WR,PIT,59.38,43.259,0.315,1.0,1.0,1.0,1.0,1.312,4.594,1.939,0.564,0.0,0.023,56.543,12.18,,healthy,0,49.587
00-0033537,2024,15,QB,CLE,42.644,0.0,0.0,1.0,0.0,0.769,0.618,1.962,7.267,0.437,0.547,-0.052,0.108,58.837,8.588,,healthy,0,59.338
00-0033553,2024,15,RB,ARI,59.363,23.852,0.452,1.0,1.0,1.0,1.0,1.016,6.422,2.867,0.393,0.0,-0.014,65.998,13.682,,healthy,0,58.7
00-0033555,2024,15,WR,BUF,36.725,30.005,0.776,1.0,1.0,1.0,1.0,1.611,4.685,1.802,0.506,0.0,0.095,58.123,14.394,,healthy,0,40.569
00-0033556,2024,15,RB,NYJ,63.24,13.579,0.445,1.0,1.0,1.0,1.0,1.191,3.487,2.059,0.499,0.0,-0.008,59.502,14.691,,healthy,0,37.991
00-0033572,2024,15,WR,PIT,21.721,32.484,0.43,0.092,1.0,1.0,1.0,2.042,11.028,1.316,0.519,0.0,0.06,60.112,11.207,,healthy,0,39.467
00-0033576,2024,15,TE,SF,61.288,31.167,0.688,1.0,1.0,1.0,1.0,1.54,4.106,3.81,0.367,0.0,0.02,54.924,10.179,,healthy,0,38.903
00-0033589,2024,15,WR,CAR,26.255,26.125,1.348,1.0,1.0,1.0,1.0,1.114,8.27,2.454,0.514,0.0,0.0,64.137,11.611,,healthy,0,40.562
00-0033591,2024,15,WR,WAS,33.728,38.693,0.502,1.0,1.0,1.0,1.0,1.205,5.63,0.201,0.399,0.0,0.053,64.479,11.837,,healthy,0,34.521
00-0033662,2024,15,QB,DAL,36.045,0.0,0.0,1.0,0.0,1.0,1.0,0.947,9.143,0.802,0.381,-0.046,0.107,59.283,11.291,,healthy,0,41.135
00-0033699,2024,15,RB,WAS,65.655,44.937,0.434,1.0,1.0,1.0,1.0,1.189,5.056,0.339,0.367,0.0,0.007,68.422,12.925,,healthy,0,56.004
00-0033757,2024,15,TE,KC,77.348,29.969,0.375,1.0,1.0,1.0,1.0,2.253,2.878,1.045,0.439,0.0,0.11,54.716,12.496,,healthy,0,40.793
00-0033854,2024,15,RB,HOU,50.621,39.702,0.513,1.0,1.0,1.0,1.0,1.983,9.478,2.111,0.588,0.0,0.021,55.691,14.368,,healthy,0,37.286
00-0033857,2024,15,WR,KC,49.006,28.426,0.746,0.091,1.0,1.0,1.0,2.699,8.705,3.08,0.477,0.0,0.013,54.43,9.404,,healthy,0,39.362
00-0033858,2024,15,TE,MIA,44.854,29.964,0.222,1.0,1.0,1.0,1.0,2.898,4.942,1.041,0.37,0.0,0.058,48.818,12.506,,healthy,0,50.564
00-0033869,2024,15,QB,BUF,85.153,0.0,0.0,1.0,0.0,1.0,1.0,1.135,6.024,2.59,0.373,0.047,0.124,55.412,13.124,,healthy,0,56.131
00-0033873,2024,15,QB,KC,61.789,0.0,0.0,1.0,0.0,1.0,1.0,1.556,9.258,0.969,0.412,0.011,-0.01,57.227,8.193,,healthy,0,37.934
00-0033881,2024,15,TE,JAX,59.517,34.41,0.305,1.0,1.0,1.0,1.0,2.068,10.896,2.448,0.506,0.0,-0.042,71.235,12.721,,healthy,0,54.516
00-0033885,2024,15,TE,CLE,18.937,22.117,0.308,0.083,1.0,1.0,1.0,1.382,6.801,1.502,0.489,0.0,0.109,60.456,8.009,,healthy,0,39.688
00-0033891,2024,15,WR,ARI,51.765,40.31,0.799,1.0,1.0,1.0,1.0,2.225,10.072,0.2,0.571,0.0,-0.019,57.747,10.835,,healthy,0,34.972
00-0033893,2024,15,RB,DAL,36.266,24.023,0.444,1.0,1.0,1.0,1.0,2.482,9.621,1.189,0.364,0.0,0.123,68.482,7.858,,healthy,0,35.761
00-0033895,2024,15,TE,CHI,92.185,17.402,0.812,1.0,1.0,1.0,1.0,1.504,10.861,3.702,0.352,0.0,0.073,58.812,10.747,,healthy,0,41.424
00-0033897,2024,15,RB,HOU,78.72,22.615,0.431,1.0,1.0,1.0,1.0,3.127,6.405,0.359,0.538,0.0,0.003,66.346,9.689,,healthy,0,34.565
00-0033906,2024,15,RB,NO,85.973,22.412,0.438,1.0,1.0,1.0,1.0,2.614,6.659,0.718,0.509,0.0,-0.03,53.479,9.388,,healthy,0,55.035
00-0033908,2024,15,WR,LA,38.888,28.14,0.636,1.0,1.0,1.0,1.0,3.542,9.002,0.431,0.342,0.0,0.058,52.57,10.219,,healthy,0,45.836
00-0033921,2024,15,WR,TB,58.732,22.989,0.83,1.0,1.0,1.0,1.0,1.609,3.787,1.667,0.578,0.0,0.004,51.109,14.447,,healthy,0,42.893
00-0033923,2024,15,RB,KC,52.174,38.712,0.495,1.0,1.0,1.0,1.0,2.715,5.259,0.278,0.546,0.0,0.039,65.443,13.633,,healthy,0,54.603
00-0033925,2024,15,RB,CLE,49.763,32.645,0.423,1.0,1.0,1.0,1.0,3.029,10.882,0.563,0.521,0.0,0.08,57.203,9.027,,healthy,0,40.745
00-0033936,2024,15,QB,JAX,40.537,0.0,0.0,1.0,0.0,0.808,0.532,2.801,7.107,0.335,0.459,0.126,0.08,55.994,13.382,,healthy,0,49.763
00-0033943,2024,15,WR,JAX,35.5,42.582,0.25,0.476,1.0,1.0,1.0,1.67,3.547,3.706,0.354,0.0,-0.046,58.719,10.728,,healthy,0,37.725
00-0033948,2024,15,RB,NO,42.034,18.914,0.417,1.0,1.0,1.0,1.0,2.29,4.196,0.188,0.555,0.0,0.131,54.511,11.231,,healthy,0,43.832
00-0033949,2024,15,QB,SF,81.829,0.0,0.0,1.0,0.0,1.0,1.0,2.693,8.946,3.442,0.483,-0.014,0.011,55.574,13.935,,healthy,0,47.88
00-0033955,2024,15,RB,WAS,90.747,38.771,0.494,1.0,1.0,1.0,1.0,2.66,4.025,2.949,0.407,0.0,-0.029,50.573,9.711,,healthy,0,34.779
00-0033958,2024,15,QB,ATL,86.299,0.0,0.0,1.0,0.0,1.0,1.0,2.547,9.021,3.138,0.4,0.196,-0.042,62.469,14.043,,healthy,0,34.191
00-0034054,2024,15,WR,MIA,22.996,28.294,0.837,1.0,1.0,1.0,1.0,2.623,8.155,1.686,0.583,0.0,0.101,61.191,14.483,,healthy,0,40.267
00-0034073,2024,15,TE,ATL,68.254,27.206,0.682,0.982,1.0,1.0,1.0,2.907,4.474,0.355,0.499,0.0,0.137,68.675,11.716,,healthy,0,33.766
00-0034104,2024,15,WR,CAR,62.432,35.783,0.57,1.0,1.0,1.0,1.0,2.989,4.565,1.854,0.314,0.0,0.076,70.936,13.523,,healthy,0,37.159
00-0034115,2024,15,RB,MIA,81.518,27.097,0.416,1.0,1.0,1.0,1.0,2.347,5.581,2.932,0.463,0.0,0.059,57.175,12.433,,healthy,0,39.642
00-0034159,2024,15,TE,LAC,54.819,21.938,0.834,1.0,1.0,1.0,1.0,1.989,10.665,2.121,0.329,0.0,0.042,64.564,11.996,,healthy,0,58.207
00-0034177,2024,15,QB,NYG,62.535,0.0,0.0,1.0,0.0,0.0,0.0,1.452,6.648,1.112,0.344,0.266,0.099,58.953,7.702,,healthy,0,39.688
00-0034184,2024,15,RB,LAC,42.714,35.72,0.422,1.0,1.0,1.0,1.0,1.817,7.155,1.574,0.347,0.0,0.016,63.59,13.871,,healthy,0,55.487
00-0034193,2024,15,TE,NO,38.224,20.373,0.838,0.73,1.0,1.0,1.0,3.137,4.301,2.998,0.604,0.0,-0.04,58.23,12.07,,healthy,0,52.031
00-0034208,2024,15,RB,CAR,100.0,43.763,0.504,1.0,1.0,1.0,1.0,2.708,10.29,1.952,0.314,0.0,-0.036,56.383,9.315,,healthy,0,55.143
00-0034270,2024,15,TE,NYJ,70.64,33.449,0.294,1.0,1.0,1.0,1.0,2.136,8.17,3.955,0.629,0.0,0.021,57.244,12.895,,healthy,0,52.137
00-0034272,2024,15,WR,NO,74.635,31.622,0.983,1.0,1.0,1.0,1.0,2.833,10.707,0.95,0.623,0.0,0.026,54.023,6.926,,healthy,0,44.463
00-0034279,2024,15,WR,NO,23.958,36.671,0.629,0.295,1.0,1.0,1.0,0.949,5.019,3.506,0.488,0.0,0.02,48.334,9.295,,healthy,0,29.269
00-0034297,2024,15,WR,WAS,28.627,29.229,0.693,1.0,1.0,1.0,1.0,1.125,7.085,3.589,0.559,0.0,-0.026,66.079,9.07,,healthy,0,35.882
00-0034317,2024,15,WR,BAL,23.735,28.874,0.803,0.27,1.0,1.0,1.0,2.881,5.807,0.981,0.546,0.0,-0.009,58.166,11.05,,healthy,0,54.246
00-0034348,2024,15,WR,DEN,31.653,31.643,0.861,1.0,1.0,1.0,1.0,3.073,6.069,0.754,0.363,0.0,0.056,68.69,11.718,,healthy,0,41.229
00-0034351,2024,15,TE,PHI,25.897,29.728,0.442,1.0,1.0,1.0,1.0,2.865,6.071,2.29,0.409,0.0,0.035,60.431,12.091,,healthy,0,62.73
00-0034353,2024,15,WR,BAL,47.528,28.118,0.7,1.0,1.0,1.0,1.0,2.969,4.394,1.273,0.408,0.0,0.107,58.88,15.139,,healthy,0,56.746
