player_id,season,week,position,team,snap_pct,routes,tprr,rush_share,target_share,goalline_share,two_min_share,yprr,yac_per_rec,mtf,succ_rate,epa_per_play_qb,team_epa_play,team_pace,team_rz_plays,injury_status,dnp_weeks_rolling,sos_ctx
00-0036692,2024,8,TE,LA,50.7,34.0,0.484,1.5,16.5,28.8,23.0,1.52,6.8,2.2,0.403,0.0,0.113,59.0,9.0,healthy,0,45.9
00-0036727,2024,8,RB,NO,90.2,22.2,0.5,24.0,11.1,34.7,27.7,1.48,10.4,1.3,0.595,0.0,-0.023,65.4,15.0,healthy,0,43.0
00-0036741,2024,8,TE,MIA,43.2,23.2,0.54,1.6,12.5,29.1,23.3,3.24,10.5,1.6,0.539,0.0,-0.007,72.0,14.0,healthy,0,59.1
00-0036753,2024,8,TE,ARI,26.8,32.0,0.768,1.1,24.6,21.5,17.2,2.45,10.8,0.2,0.404,0.0,0.136,67.9,15.0,healthy,0,65.0
00-0036754,2024,8,TE,DET,76.8,31.8,0.352,0.9,11.2,29.1,23.3,1.61,8.6,1.7,0.535,0.0,0.035,70.6,12.0,healthy,0,37.1
00-0036755,2024,8,RB,LAC,79.1,13.5,0.5,28.1,6.7,36.3,29.0,1.78,5.7,2.5,0.498,0.0,0.083,59.9,13.0,healthy,0,64.4
00-0036775,2024,8,WR,NYJ,38.6,41.5,0.705,4.3,29.2,16.1,12.9,2.82,3.2,3.1,0.53,0.0,-0.016,59.9,16.0,healthy,0,65.0
00-0036779,2024,8,TE,DEN,84.8,23.6,0.915,0.8,21.6,26.9,21.5,1.41,10.4,0.1,0.557,0.0,0.052,66.3,14.0,healthy,0,48.3
00-0036825,2024,8,TE,CAR,47.3,39.5,0.409,1.6,16.2,15.4,12.4,3.17,8.3,1.9,0.53,0.0,0.084,68.5,15.0,healthy,0,61.0
00-0036841,2024,8,WR,JAX,82.1,43.8,0.374,1.7,16.4,5.3,4.2,3.29,5.7,1.0,0.512,0.0,0.095,66.3,13.0,healthy,0,42.5
00-0036842,2024,8,RB,NYJ,80.6,34.1,0.5,32.1,17.1,18.7,15.0,2.94,10.2,0.2,0.47,0.0,-0.031,71.2,11.0,healthy,0,49.8
00-0036849,2024,8,WR,LA,38.6,36.4,0.305,2.0,11.1,11.6,9.3,1.97,10.6,2.1,0.387,0.0,-0.039,58.5,12.0,healthy,0,64.1
00-0036857,2024,8,RB,CIN,67.5,16.2,0.5,40.9,8.1,22.2,17.8,3.22,5.8,3.9,0.615,0.0,0.031,69.3,13.0,healthy,0,39.2
00-0036858,2024,8,WR,CLE,21.2,43.7,0.552,3.0,24.1,11.3,9.0,2.94,7.6,0.9,0.459,0.0,0.124,62.7,9.0,healthy,0,54.6
00-0036860,2024,8,RB,JAX,72.8,19.5,0.5,29.8,9.7,16.3,13.0,3.02,3.3,1.7,0.403,0.0,0.075,65.4,9.0,healthy,0,45.5
00-0036862,2024,8,WR,PIT,28.7,25.1,0.466,0.4,11.7,13.7,10.9,3.09,11.8,0.2,0.643,0.0,0.096,70.3,14.0,healthy,0,43.9
00-0036875,2024,8,RB,NE,63.3,11.2,0.5,25.2,5.6,20.7,16.6,2.66,3.4,2.2,0.624,0.0,-0.038,68.4,10.0,healthy,0,43.8
00-0036876,2024,8,TE,IND,61.7,30.0,0.392,1.2,11.8,10.4,8.4,1.03,6.4,3.8,0.622,0.0,-0.015,62.4,15.0,healthy,0,48.7
00-0036877,2024,8,WR,SEA,53.2,28.4,0.469,3.5,13.3,13.1,10.4,1.62,11.2,3.2,0.443,0.0,0.083,60.5,9.0,healthy,0,59.5
00-0036879,2024,8,QB,IND,63.9,0.0,0.0,8.6,0.0,8.1,6.5,3.07,5.2,0.7,0.65,0.21,0.07,66.8,16.0,healthy,0,46.5
00-0036887,2024,8,TE,JAX,47.3,34.3,0.296,1.6,10.1,11.3,9.1,2.66,9.8,3.2,0.562,0.0,-0.045,67.3,12.0,healthy,0,61.9
00-0036893,2024,8,RB,PIT,94.3,25.5,0.5,34.1,12.7,35.0,28.0,1.34,4.4,3.4,0.432,0.0,0.053,70.7,16.0,healthy,0,50.1
00-0036894,2024,8,TE,PIT,55.0,34.1,0.292,1.8,10.0,20.7,16.5,2.9,3.9,0.1,0.6,0.0,0.035,65.8,11.0,healthy,0,58.8
00-0036898,2024,8,QB,HOU,47.1,0.0,0.0,7.4,0.0,0.9,0.7,2.8,9.9,2.6,0.405,-0.081,-0.005,66.0,13.0,healthy,0,43.7
00-0036900,2024,8,WR,CIN,55.3,39.8,0.478,4.3,19.0,9.5,7.6,2.74,5.5,2.9,0.371,0.0,-0.047,59.4,13.0,healthy,0,48.7
00-0036906,2024,8,RB,CIN,45.9,26.1,0.5,21.2,13.1,24.3,19.4,2.17,3.2,1.0,0.557,0.0,0.102,58.7,16.0,healthy,0,48.2
00-0036912,2024,8,WR,PHI,32.3,43.9,0.774,3.5,34.0,18.3,14.6,2.8,8.4,2.3,0.406,0.0,-0.04,70.8,8.0,healthy,0,36.3
00-0036913,2024,8,WR,CLE,54.6,44.1,0.291,3.9,12.9,19.6,15.7,3.06,4.4,0.1,0.444,0.0,0.07,67.3,9.0,healthy,0,49.6
00-0036918,2024,8,WR,PHI,49.2,40.5,0.373,3.9,15.1,17.4,13.9,3.4,9.7,1.2,0.397,0.0,0.069,59.5,14.0,healthy,0,44.8
00-0036919,2024,8,RB,PHI,45.5,14.8,0.5,19.5,7.4,28.4,22.7,3.11,4.4,1.1,0.579,0.0,0.135,60.5,11.0,healthy,0,52.7
00-0036924,2024,8,RB,ARI,86.6,27.3,0.5,29.2,13.6,20.0,16.0,2.36,8.3,2.7,0.611,0.0,0.063,59.0,9.0,healthy,0,51.6
00-0036928,2024,8,QB,TB,95.1,0.0,0.0,6.0,0.0,1.5,1.2,1.22,3.7,2.9,0.635,0.23,0.11,60.8,14.0,healthy,0,38.7
00-0036929,2024,8,QB,PHI,49.6,0.0,0.0,5.3,0.0,6.0,4.8,3.46,8.0,3.9,0.449,0.208,0.114,71.5,8.0,healthy,0,42.9
00-0036936,2024,8,WR,ATL,83.6,26.4,0.409,0.6,10.8,16.0,12.8,2.12,11.6,3.8,0.566,0.0,0.084,64.1,11.0,healthy,0,48.2
00-0036939,2024,8,WR,NE,68.5,28.4,0.56,3.2,15.9,7.3,5.8,2.92,7.5,3.8,0.433,0.0,0.074,70.1,15.0,healthy,0,62.9
00-0036945,2024,8,QB,PIT,52.6,0.0,0.0,10.6,0.0,6.9,5.5,3.27,12.0,2.2,0.61,0.112,-0.028,67.8,11.0,healthy,0,36.0
00-0036950,2024,8,RB,ATL,57.7,40.9,0.5,38.6,20.4,27.9,22.4,2.14,11.1,2.5,0.528,0.0,0.113,58.2,16.0,healthy,0,54.2
00-0036955,2024,8,WR,LV,38.9,30.4,1.014,1.6,30.9,7.8,6.2,1.05,7.7,3.8,0.612,0.0,0.074,59.9,13.0,healthy,0,64.9
00-0036959,2024,8,WR,DEN,26.6,35.3,0.717,3.1,25.3,14.7,11.8,1.67,10.8,2.7,0.59,0.0,0.14,60.3,15.0,healthy,0,46.2
00-0036963,2024,8,WR,DET,84.8,42.6,0.543,2.8,23.1,8.8,7.0,2.94,6.1,3.7,0.406,0.0,-0.043,62.4,14.0,healthy,0,55.3
00-0036970,2024,8,TE,ATL,42.7,30.0,0.529,0.9,15.9,11.5,9.2,1.65,5.2,1.2,0.566,0.0,0.149,66.9,16.0,healthy,0,49.2
00-0036971,2024,8,QB,JAX,56.2,0.0,0.0,12.3,0.0,5.4,4.3,3.1,10.8,1.4,0.63,0.204,0.094,67.7,9.0,healthy,0,41.6
00-0036972,2024,8,QB,JAX,53.8,0.0,0.0,8.2,0.0,5.1,4.1,1.18,11.0,1.3,0.414,0.099,0.021,60.7,10.0,healthy,0,54.0
00-0036973,2024,8,RB,JAX,72.2,45.6,0.5,38.1,22.8,18.8,15.0,3.3,10.4,0.6,0.477,0.0,-0.04,69.4,13.0,healthy,0,36.7
00-0036980,2024,8,WR,CLE,80.9,26.5,1.225,1.1,32.5,16.8,13.4,1.15,5.8,1.6,0.449,0.0,0.148,63.8,10.0,healthy,0,48.5
00-0036984,2024,8,RB,IND,62.0,19.3,0.5,27.2,9.7,37.6,30.1,1.91,4.6,1.6,0.524,0.0,0.087,61.5,15.0,healthy,0,44.6
00-0036988,2024,8,WR,LAC,70.8,37.6,0.804,4.5,30.3,15.7,12.6,2.08,5.0,2.1,0.616,0.0,0.035,70.1,13.0,healthy,0,62.8
00-0036997,2024,8,RB,DEN,88.2,40.5,0.5,24.5,20.2,11.5,9.2,2.18,4.4,2.3,0.594,0.0,-0.025,66.9,11.0,healthy,0,55.2
00-0036999,2024,8,WR,MIA,62.4,44.4,0.326,3.2,14.5,6.6,5.3,2.31,7.0,2.6,0.412,0.0,-0.017,70.6,10.0,healthy,0,45.3
00-0037004,2024,8,TE,LA,61.6,32.5,0.583,2.8,19.0,22.1,17.6,3.06,7.4,1.6,0.648,0.0,0.022,71.2,9.0,healthy,0,41.9
00-0037005,2024,8,TE,CAR,76.6,23.6,0.366,2.2,8.6,21.0,16.8,3.09,11.9,0.7,0.6,0.0,0.126,70.2,14.0,healthy,0,55.4
00-0037011,2024,8,TE,CLE,38.7,20.1,0.722,2.6,14.5,22.7,18.1,2.94,10.1,0.9,0.615,0.0,-0.048,61.7,14.0,healthy,0,37.4
00-0037012,2024,8,QB,DAL,63.2,0.0,0.0,9.7,0.0,1.0,0.8,3.29,10.0,2.5,0.558,0.246,0.055,69.6,13.0,healthy,0,44.4
00-0037013,2024,8,QB,DEN,91.8,0.0,0.0,12.3,0.0,6.2,4.9,3.09,5.1,3.3,0.457,0.252,0.1,60.0,10.0,healthy,0,56.6
00-0037015,2024,8,TE,TB,51.4,37.3,0.567,2.4,21.1,28.2,22.6,3.37,5.6,1.5,0.587,0.0,0.02,61.0,13.0,healthy,0,52.5
00-0037020,2024,8,TE,ARI,83.8,29.7,0.296,1.0,8.8,16.5,13.2,1.33,6.9,3.5,0.435,0.0,0.074,63.7,14.0,healthy,0,57.6
00-0037022,2024,8,TE,NO,54.2,27.4,0.34,0.1,9.3,21.7,17.4,2.05,11.2,1.1,0.475,0.0,0.079,67.1,15.0,healthy,0,51.5
00-0037031,2024,8,TE,LA,56.4,25.9,0.617,2.8,16.0,26.2,20.9,3.49,7.0,1.7,0.381,0.0,0.104,60.6,15.0,healthy,0,46.2
00-0037055,2024,8,WR,PIT,43.9,33.7,0.468,0.6,15.8,12.4,9.9,3.32,3.8,1.0,0.502,0.0,0.119,58.5,16.0,healthy,0,36.0
00-0037068,2024,8,QB,JAX,93.0,0.0,0.0,7.4,0.0,0.2,0.2,3.07,11.2,0.5,0.453,-0.088,-0.046,62.5,14.0,healthy,0,42.6
00-0037077,2024,8,QB,SEA,91.7,0.0,0.0,5.1,0.0,8.7,6.9,1.11,6.8,0.4,0.37,0.294,0.024,68.7,13.0,healthy,0,38.2
00-0037078,2024,8,TE,WAS,75.8,21.4,0.934,0.9,20.0,25.6,20.5,3.44,7.4,3.0,0.365,0.0,-0.039,67.1,15.0,healthy,0,62.6
00-0037085,2024,8,RB,DEN,62.0,44.4,0.5,31.2,22.2,36.0,28.8,3.49,11.0,3.9,0.429,0.0,-0.037,68.3,14.0,healthy,0,39.9
00-0037086,2024,8,TE,PHI,29.1,29.3,0.414,2.5,12.1,28.7,22.9,2.39,3.3,1.3,0.409,0.0,0.141,62.8,13.0,healthy,0,50.2
00-0037091,2024,8,WR,GB,38.3,26.7,0.711,0.6,18.9,5.0,4.0,3.45,11.0,2.4,0.645,0.0,-0.045,60.2,15.0,healthy,0,62.2
00-0037093,2024,8,WR,SEA,49.6,35.4,0.865,2.9,30.6,9.8,7.9,2.96,6.6,1.0,0.53,0.0,0.099,65.7,11.0,healthy,0,52.2
00-0037098,2024,8,WR,CHI,66.3,27.1,1.258,0.9,34.1,14.3,11.4,3.12,3.6,2.8,0.537,0.0,0.109,64.3,8.0,healthy,0,56.7
00-0037112,2024,8,TE,SF,66.1,23.9,0.477,1.5,11.4,16.6,13.3,3.45,4.2,2.7,0.399,0.0,0.036,65.8,14.0,healthy,0,51.7
00-0037120,2024,8,RB,IND,52.3,37.4,0.5,17.5,18.7,36.5,29.2,3.05,10.1,3.8,0.613,0.0,0.13,59.1,10.0,healthy,0,62.7
00-0037132,2024,8,WR,PHI,49.0,41.9,0.271,1.7,11.4,15.2,12.1,1.9,3.7,3.2,0.639,0.0,-0.026,61.3,11.0,healthy,0,50.6
00-0037156,2024,8,WR,NYJ,49.8,32.2,0.607,4.7,19.6,9.5,7.6,2.81,6.4,2.1,0.527,0.0,0.104,62.8,9.0,healthy,0,55.4
00-0037157,2024,8,RB,NYJ,60.9,15.0,0.5,18.4,7.5,13.6,10.9,2.0,8.1,1.1,0.5,0.0,0.132,60.8,13.0,healthy,0,40.7
00-0037168,2024,8,TE,BUF,71.1,24.4,0.851,0.1,20.8,13.0,10.4,3.14,3.3,3.4,0.48,0.0,-0.036,64.9,10.0,healthy,0,59.1
00-0037172,2024,8,WR,MIA,54.1,43.9,0.411,1.6,18.0,19.3,15.4,1.39,4.2,2.5,0.603,0.0,-0.003,71.3,8.0,healthy,0,46.7
00-0037175,2024,8,QB,BUF,49.8,0.0,0.0,10.2,0.0,7.4,5.9,3.25,11.3,0.2,0.364,0.293,0.007,71.9,8.0,healthy,0,44.4
00-0037185,2024,8,WR,TB,90.1,40.5,0.541,2.3,21.9,15.9,12.7,1.09,11.4,2.7,0.362,0.0,-0.024,63.1,12.0,healthy,0,54.1
00-0037197,2024,8,RB,KC,53.8,12.8,0.5,37.2,6.4,16.9,13.5,1.71,3.8,1.5,0.636,0.0,0.106,64.6,14.0,healthy,0,40.4
00-0037216,2024,8,WR,KC,61.7,28.2,0.757,1.5,21.3,16.7,13.4,3.43,10.0,3.7,0.402,0.0,0.026,70.2,10.0,healthy,0,55.9
00-0037228,2024,8,RB,PIT,50.2,12.2,0.5,23.1,6.1,31.3,25.0,3.31,7.4,3.2,0.481,0.0,0.088,66.8,13.0,healthy,0,38.2
00-0037231,2024,8,WR,NO,60.1,42.8,0.42,1.4,18.0,18.3,14.6,1.36,11.4,2.6,0.642,0.0,-0.047,70.7,8.0,healthy,0,41.0
00-0037233,2024,8,TE,KC,66.3,37.1,0.485,1.2,18.0,17.1,13.7,2.9,7.4,3.6,0.413,0.0,0.148,67.0,9.0,healthy,0,59.5
00-0037238,2024,8,WR,ATL,51.5,37.0,0.566,1.2,20.9,7.7,6.1,1.62,7.7,2.3,0.446,0.0,0.126,60.8,9.0,healthy,0,41.5
00-0037239,2024,8,WR,NO,50.6,26.9,1.009,3.2,27.2,19.9,15.9,1.33,8.7,3.1,0.394,0.0,0.13,59.5,15.0,healthy,0,44.2
00-0037240,2024,8,WR,DET,81.3,38.7,0.832,3.2,32.2,13.7,10.9,1.17,6.2,1.1,0.599,0.0,-0.014,59.0,11.0,healthy,0,42.8
00-0037247,2024,8,WR,PIT,55.0,35.3,0.421,0.2,14.9,19.1,15.3,1.43,8.8,0.3,0.438,0.0,0.098,67.6,15.0,healthy,0,42.0
00-0037248,2024,8,RB,BUF,75.0,17.0,0.5,24.8,8.5,36.7,29.3,3.06,10.6,2.3,0.514,0.0,-0.02,69.6,14.0,healthy,0,58.2
00-0037252,2024,8,TE,NYG,84.5,38.0,0.443,2.0,16.9,21.1,16.8,2.36,3.8,1.5,0.513,0.0,0.138,60.2,15.0,healthy,0,53.8
00-0037256,2024,8,RB,TB,74.8,15.5,0.5,43.7,7.7,26.7,21.3,1.26,10.1,0.9,0.377,0.0,0.104,60.9,15.0,healthy,0,58.0
00-0037257,2024,8,WR,CLE,80.0,40.7,0.544,0.6,22.1,16.1,12.9,1.29,7.5,0.7,0.464,0.0,0.068,60.6,16.0,healthy,0,48.7
00-0037258,2024,8,RB,HOU,94.2,48.2,0.5,40.6,24.1,27.9,22.3,3.29,8.6,3.8,0.541,0.0,0.046,64.6,10.0,healthy,0,42.5
00-0037261,2024,8,WR,BUF,43.6,25.3,0.71,0.8,18.0,18.2,14.6,2.62,6.0,1.7,0.561,0.0,0.105,69.8,8.0,healthy,0,46.5
00-0037263,2024,8,RB,ATL,72.7,48.6,0.5,22.2,24.3,34.3,27.5,2.31,3.3,0.3,0.464,0.0,0.081,70.4,11.0,healthy,0,39.2
00-0037265,2024,8,RB,DAL,50.9,41.4,0.5,40.0,20.7,34.4,27.5,1.98,7.0,3.9,0.65,0.0,0.053,59.3,12.0,healthy,0,55.6
00-0037267,2024,8,RB,CLE,53.9,12.2,0.5,32.5,6.1,39.1,31.3,3.2,11.0,3.2,0.491,0.0,0.095,60.8,9.0,healthy,0,42.0
00-0037272,2024,8,WR,KC,21.9,26.9,0.795,4.4,21.4,5.5,4.4,3.42,8.4,2.3,0.468,0.0,0.002,59.6,15.0,healthy,0,35.9
00-0037273,2024,8,WR,PHI,82.7,26.3,1.246,0.1,32.7,11.4,9.1,1.86,10.9,1.1,0.583,0.0,0.121,69.0,14.0,healthy,0,52.9
00-0037276,2024,8,RB,MIN,52.1,22.5,0.5,19.4,11.2,27.3,21.9,3.23,6.9,1.1,0.486,0.0,0.077,62.2,15.0,healthy,0,40.9
00-0037277,2024,8,TE,HOU,87.2,25.2,0.788,2.3,19.9,17.0,13.6,2.34,6.6,2.9,0.436,0.0,-0.041,70.9,16.0,healthy,0,49.6
00-0037282,2024,8,TE,DET,79.4,20.7,0.585,2.8,12.1,22.0,17.6,1.7,6.5,3.1,0.4,0.0,0.126,67.6,13.0,healthy,0,37.8
00-0037286,2024,8,RB,NE,62.1,17.9,0.5,41.3,8.9,13.4,10.7,1.6,9.7,1.3,0.458,0.0,0.102,58.4,10.0,healthy,0,58.0
00-0037291,2024,8,WR,MIN,27.0,32.6,0.973,1.0,31.7,19.3,15.4,1.02,5.8,3.4,0.629,0.0,0.11,61.3,15.0,healthy,0,46.1
00-0037292,2024,8,TE,IND,71.6,32.0,0.773,0.2,24.7,26.3,21.0,1.12,6.5,1.8,0.545,0.0,0.067,63.5,15.0,healthy,0,46.2
00-0037299,2024,8,RB,KC,45.5,35.3,0.5,34.5,17.6,28.1,22.4,2.49,7.2,1.4,0.402,0.0,0.114,70.1,14.0,healthy,0,47.9
00-0037300,2024,8,WR,CLE,63.1,32.0,1.04,3.0,33.3,19.7,15.8,1.92,3.0,3.4,0.528,0.0,-0.014,60.1,16.0,healthy,0,38.9
00-0037304,2024,8,TE,PIT,51.6,25.3,0.343,0.6,8.7,19.6,15.7,2.87,11.2,3.4,0.448,0.0,0.095,70.0,13.0,healthy,0,36.0
00-0037306,2024,8,TE,GB,85.4,30.7,0.51,0.7,15.7,26.0,20.8,1.01,4.6,2.5,0.406,0.0,-0.034,58.4,15.0,healthy,0,63.2
00-0037311,2024,8,TE,TB,81.8,31.0,0.624,0.7,19.4,11.2,9.0,2.09,11.0,3.1,0.578,0.0,0.142,63.2,11.0,healthy,0,50.2
00-0037317,2024,8,TE,PHI,22.6,36.2,0.424,0.1,15.4,24.4,19.5,1.51,4.3,2.0,0.58,0.0,0.033,70.8,14.0,healthy,0,60.9
00-0037324,2024,8,QB,KC,67.0,0.0,0.0,5.5,0.0,6.9,5.5,1.95,4.9,0.5,0.541,0.045,0.051,60.8,9.0,healthy,0,46.0
00-0037327,2024,8,QB,MIA,88.0,0.0,0.0,5.3,0.0,6.6,5.3,2.52,6.7,2.0,0.444,-0.04,0.033,61.7,11.0,healthy,0,56.8
00-0037329,2024,8,RB,SEA,41.3,19.2,0.5,24.6,9.6,30.9,24.8,3.49,4.8,3.0,0.427,0.0,0.125,64.9,10.0,healthy,0,36.5
00-0037331,2024,8,RB,MIA,79.6,31.5,0.5,39.6,15.8,13.5,10.8,2.52,7.2,2.4,0.617,0.0,0.077,69.4,13.0,healthy,0,54.1
00-0037334,2024,8,WR,MIA,93.7,29.5,0.636,2.5,18.8,8.2,6.5,1.97,10.1,2.0,0.5,0.0,0.088,64.0,16.0,healthy,0,45.6
00-0037340,2024,8,TE,BAL,70.5,24.1,0.799,1.7,19.2,25.6,20.5,2.37,7.8,2.1,0.633,0.0,0.103,59.7,10.0,healthy,0,40.4
00-0037348,2024,8,WR,MIA,91.6,36.5,0.568,2.5,20.7,7.3,5.9,1.55,11.9,2.1,0.646,0.0,0.038,60.9,12.0,healthy,0,38.1
00-0037355,2024,8,WR,NE,85.0,40.9,0.561,3.0,22.9,15.1,12.1,3.49,6.9,3.6,0.627,0.0,0.096,66.9,15.0,healthy,0,35.2
00-0037380,2024,8,WR,CLE,71.7,34.5,0.408,1.6,14.1,7.0,5.6,1.06,5.5,1.1,0.567,0.0,0.15,61.1,13.0,healthy,0,54.7
00-0037382,2024,8,WR,PIT,53.2,43.4,0.425,3.0,18.4,6.5,5.2,1.15,9.5,3.6,0.583,0.0,0.105,70.9,9.0,healthy,0,45.4
00-0037387,2024,8,WR,BUF,49.9,25.9,1.004,2.9,26.0,9.8,7.8,1.26,4.5,3.5,0.54,0.0,-0.037,63.2,9.0,healthy,0,56.3
00-0037394,2024,8,WR,IND,84.8,33.6,0.502,3.8,16.9,11.5,9.2,1.8,6.2,0.7,0.422,0.0,0.044,71.4,9.0,healthy,0,42.0
00-0037398,2024,8,WR,NO,88.9,32.1,0.415,2.2,13.3,18.3,14.6,2.16,6.4,1.8,0.471,0.0,0.145,63.1,10.0,healthy,0,52.9
00-0037410,2024,8,RB,NYG,44.0,23.4,0.5,22.7,11.7,40.0,32.0,2.41,9.8,0.5,0.415,0.0,0.068,71.3,14.0,healthy,0,50.5
00-0037420,2024,8,WR,CIN,62.7,42.4,0.791,1.8,33.5,16.1,12.9,3.49,8.7,2.5,0.411,0.0,-0.023,69.0,15.0,healthy,0,54.0
00-0037422,2024,8,WR,CIN,74.3,35.3,0.385,4.5,13.6,8.6,6.9,2.57,11.1,0.0,0.49,0.0,0.149,60.8,13.0,healthy,0,37.0
00-0037429,2024,8,RB,CAR,81.2,24.0,0.5,35.0,12.0,32.6,26.1,1.61,7.2,0.2,0.605,0.0,0.131,71.0,13.0,healthy,0,56.9
00-0037450,2024,8,RB,LV,50.4,42.1,0.5,43.2,21.1,23.3,18.6,2.39,9.5,3.1,0.393,0.0,-0.01,60.3,13.0,healthy,0,63.9
00-0037451,2024,8,TE,PIT,74.9,37.4,0.428,1.3,16.0,21.6,17.3,1.91,5.7,3.7,0.631,0.0,0.141,64.8,12.0,healthy,0,59.4
00-0037456,2024,8,RB,HOU,61.5,34.7,0.5,32.4,17.3,30.1,24.1,2.64,10.5,0.9,0.582,0.0,-0.003,65.6,8.0,healthy,0,43.6
00-0037460,2024,8,WR,HOU,29.5,35.3,0.972,1.5,34.3,14.4,11.5,1.35,7.1,2.7,0.595,0.0,0.045,65.1,10.0,healthy,0,58.1
00-0037475,2024,8,TE,LAC,30.6,23.5,0.385,0.2,9.0,17.2,13.8,1.66,5.4,2.7,0.609,0.0,0.053,61.4,9.0,healthy,0,42.9
00-0037487,2024,8,WR,CAR,73.7,31.4,0.87,3.5,27.3,10.6,8.5,1.28,6.5,0.8,0.639,0.0,0.146,67.3,11.0,healthy,0,55.2
00-0037495,2024,8,RB,SEA,48.1,10.8,0.5,38.3,5.4,18.4,14.7,1.79,8.8,3.9,0.555,0.0,0.101,66.4,13.0,healthy,0,40.9
00-0037506,2024,8,TE,LV,53.0,26.2,0.859,2.3,22.5,18.2,14.5,3.1,8.4,1.0,0.607,0.0,0.044,65.3,14.0,healthy,0,53.9
00-0037508,2024,8,WR,MIN,78.5,38.5,0.543,3.6,20.9,10.4,8.3,1.53,10.0,4.0,0.616,0.0,0.011,66.1,11.0,healthy,0,54.1
00-0037509,2024,8,RB,LV,73.8,25.9,0.5,19.3,13.0,21.6,17.3,1.26,10.1,0.0,0.444,0.0,-0.019,69.1,10.0,healthy,0,65.0
00-0037524,2024,8,WR,TEN,78.8,32.7,0.988,4.5,32.3,9.4,7.5,1.08,8.3,1.2,0.491,0.0,-0.029,62.5,15.0,healthy,0,56.5
00-0037525,2024,8,RB,SF,58.0,18.5,0.5,29.3,9.3,25.2,20.2,2.76,5.6,3.2,0.547,0.0,0.145,65.1,12.0,healthy,0,60.4
00-0037539,2024,8,TE,DEN,68.1,28.5,0.745,2.9,21.2,23.7,19.0,2.25,9.4,2.5,0.629,0.0,0.053,61.7,16.0,healthy,0,60.6
00-0037545,2024,8,WR,NO,64.8,29.9,1.025,3.5,30.7,16.5,13.2,1.25,8.7,1.3,0.374,0.0,0.111,59.0,16.0,healthy,0,43.0
00-0037553,2024,8,WR,SF,61.0,44.2,0.332,1.4,14.7,14.9,11.9,1.94,11.0,2.9,0.462,0.0,0.135,67.3,14.0,healthy,0,37.3
00-0037557,2024,8,RB,LA,85.5,35.7,0.5,34.5,17.9,17.0,13.6,2.79,4.1,2.2,0.414,0.0,0.117,60.4,9.0,healthy,0,38.5
00-0037563,2024,8,RB,DAL,62.3,24.3,0.5,26.6,12.2,26.2,21.0,1.74,5.5,2.1,0.373,0.0,0.01,60.0,14.0,healthy,0,62.0
00-0037569,2024,8,TE,KC,40.5,28.4,0.867,1.3,24.6,19.2,15.3,1.69,9.2,2.1,0.458,0.0,0.015,61.6,13.0,healthy,0,47.1
00-0037570,2024,8,WR,TB,35.3,27.6,0.713,2.8,19.7,16.7,13.4,3.21,8.0,3.7,0.465,0.0,0.061,58.2,8.0,healthy,0,57.8
00-0037594,2024,8,RB,TEN,78.2,28.5,0.5,39.5,14.3,18.4,14.8,3.03,3.6,3.9,0.602,0.0,0.026,62.6,12.0,healthy,0,49.9
00-0037609,2024,8,RB,PIT,92.3,48.9,0.5,27.5,24.5,22.1,17.7,1.65,12.0,0.4,0.592,0.0,0.056,63.6,15.0,healthy,0,41.1
00-0037614,2024,8,WR,HOU,51.8,40.5,0.813,0.7,32.9,18.6,14.9,2.05,11.8,1.2,0.615,0.0,0.025,64.1,11.0,healthy,0,40.3
00-0037617,2024,8,RB,LAC,96.7,40.3,0.5,28.6,20.2,37.4,29.9,3.4,5.0,2.4,0.615,0.0,0.142,68.7,13.0,healthy,0,43.0
00-0037654,2024,8,TE,LAC,52.2,32.9,0.698,0.4,22.9,21.8,17.5,1.45,9.8,1.8,0.557,0.0,0.102,61.8,10.0,healthy,0,42.2
00-0037664,2024,8,WR,IND,55.1,37.7,0.838,3.3,31.6,5.2,4.2,3.32,9.8,0.7,0.463,0.0,0.043,58.5,15.0,healthy,0,50.2
00-0037666,2024,8,WR,DAL,51.9,40.8,0.794,3.2,32.4,6.9,5.5,2.86,5.7,3.5,0.471,0.0,0.023,62.3,13.0,healthy,0,64.1
00-0037708,2024,8,WR,DET,28.4,35.9,0.391,4.2,14.1,8.8,7.0,3.23,6.3,2.2,0.454,0.0,0.118,61.6,8.0,healthy,0,35.9
00-0037724,2024,8,TE,NE,68.5,35.9,0.495,2.1,17.8,19.0,15.2,1.46,7.4,2.9,0.395,0.0,0.08,58.6,15.0,healthy,0,65.0
00-0037740,2024,8,WR,NYJ,46.1,31.8,1.026,0.1,32.6,9.4,7.5,2.58,5.4,2.5,0.465,0.0,0.08,60.9,13.0,healthy,0,36.3
00-0037741,2024,8,WR,PHI,71.4,30.2,0.362,0.8,11.0,7.2,5.7,1.58,11.2,1.7,0.364,0.0,0.023,58.6,15.0,healthy,0,53.2
00-0037742,2024,8,WR,TEN,68.1,38.6,0.682,3.3,26.3,18.2,14.6,1.12,11.4,0.5,0.366,0.0,-0.012,71.9,14.0,healthy,0,51.9
00-0037744,2024,8,TE,ARI,66.9,22.7,0.363,1.7,8.2,15.7,12.6,3.0,3.3,2.9,0.51,0.0,0.127,68.5,15.0,healthy,0,47.0
